"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E048","EI Elec. Inst.
Engg","33495","--","--","26839","--","77775","28504","--","--","15853","--","--","24113","--","--","14811","--","60170","69416","--","75093","15360","--","--"
"E048","ET Elec.
Telecommn. Engg.","24511","--","--","10746","--","44792","21968","--","--","14129","--","21159","10206","--","--","7814","81072","15095","57842","--","--","--","--","--"
"E048","IS","2163","--","6272","3584","10087","8097","5277","--","12243","2055","--","--","2446","--","5573","1808","8687","2968","18002","24446","21873","8034","--","--"
"E048","MD","80566","--","--","44690","--","101143","39433","--","--","38501","--","--","34661","--","--","27812","57890","37695","149583","--","--","--","--","--"
"E048","ME","32314","--","--","50107","--","--","27932","--","--","23766","71254","--","30971","--","--","21621","--","37648","155766","--","--","34266","--","--"
"E048","SE Aero Space
Engg.","23416","--","--","10862","--","89456","45861","--","--","9675","--","--","13041","--","--","8597","17706","14080","35365","--","59986","18594","--","--"
"E049","AI Artificial
Intelligence","66481","--","--","43369","--","120386","38823","--","--","38517","--","--","--","--","--","35330","42848","40421","96862","--","97834","57016","--","--"
"E049","BT","--","--","--","111302","--","--","--","--","--","--","--","--","83296","--","--","76465","--","82586","141392","--","--","--","--","--"
"E049","CV","--","--","--","117509","--","--","--","--","--","115195","--","--","--","--","--","74871","--","78481","110981","--","--","121031","--","129463"
"E049","CS","28198","63861","--","26413","--","33841","29877","--","--","24552","--","--","20190","--","--","19787","--","29622","34472","--","63083","--","--","--"
"E049","EC","45451","--","--","39501","--","--","33946","--","--","30018","--","43206","29574","--","--","29175","30032","39794","88635","--","--","--","--","--"
"E049","IS","33177","--","--","34537","--","36676","33433","--","--","27753","41882","56614","28479","--","--","26185","26219","33125","81540","--","85425","54549","--","--"
"E053","AI Artificial
Intelligence","--","--","--","21438","--","23093","29931","--","--","19036","--","--","18965","--","--","11978","34120","19549","59924","--","--","46781","--","--"
"E053","BT","137297","--","--","69915","--","--","--","--","--","68487","--","--","48641","--","--","37178","65681","50374","150430","--","--","67753","--","--"
"E053","CC Computer and
Comm. Engg.","--","--","--","17940","--","21986","30194","--","--","25595","--","--","15102","--","--","15089","--","18696","132271","--","--","45946","123012","--"
"E053","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","169824","--","--","--","--","--","--","--","--"
"E053","CS","10721","--","19454","11694","19521","12464","9620","--","11128","7430","--","--","7918","--","8741","5673","9080","8727","45173","58460","51754","16989","--","--"
"E053","EC","33378","--","--","32098","70871","51600","44481","--","--","27460","--","31354","28435","--","32041","19660","39658","28841","181803","--","--","55368","--","170678"
"E053","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177318","--","--","--","--","--","--","--","--"
"E053","IS","13926","--","26977","15952","27699","20091","28719","--","--","13972","--","18628","13426","--","14306","9183","15275","12665","50452","64870","53096","24684","--","--"
"E053","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175590","--","--","--","--","--","--","--","--"
"E053","RI","28278","--","--","29584","--","106307","34503","--","--","42980","--","--","21885","--","--","20787","144363","26071","160414","--","--","--","--","--"
"E054","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E054","CS","125912","--","--","159035","--","164390","124561","--","--","91853","--","--","105773","--","--","89271","100169","114992","122427","--","132379","140510","--","--"
"E054","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182781","--","--","--","--","--","--","--","--"
"E054","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E055","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","155282","173990","--","--","--","--","--","--","--"
"E055","BT","--","--","--","176965","--","--","--","--","--","--","--","--","--","--","--","152205","--","154226","169854","--","--","--","--","--"
"E055","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E055","CS","146987","--","--","138849","169654","179267","96252","--","--","146809","--","--","108944","--","120694","89932","95618","118860","158560","--","--","152115","--","--"
"E055","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170563","--","--","--","--","--","--","--","--"
"E055","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E056","CS","8769","--","11710","8325","--","13992","14812","--","--","4708","--","--","4510","--","8072","4186","7002","8022","24596","37013","28791","16556","--","--"
"E056","EC","--","--","--","17673","--","25904","14134","--","--","10224","--","--","10688","--","--","9552","--","15987","32291","--","56447","23617","69459","--"
"E056","EE","57506","--","--","39254","--","105074","49541","--","--","27917","--","--","27841","--","--","26789","35614","38167","65569","--","--","--","--","--"
"E056","IS","13729","--","--","11166","--","14532","6953","--","--","7395","16286","--","7263","--","--","6681","9787","9308","26942","--","29614","11796","--","19465"
"E056","ME","103314","--","--","132390","--","--","111797","--","--","69413","--","--","85381","--","--","62236","118770","99659","154830","--","--","--","--","--"
"E057","BT","63513","--","--","31123","--","--","35273","--","--","22225","--","--","30344","--","--","18832","--","30534","98156","--","--","--","--","77242"
"E057","CB Comp. Sc. and
Bus Sys.","17770","--","--","15615","--","40384","6300","--","--","6923","--","--","7021","--","--","6085","14413","12466","27879","--","39784","--","--","--"
"E057","CV","110862","--","--","173601","--","--","146955","--","--","108570","--","--","109755","--","--","108526","--","130708","138908","--","--","--","--","--"
"E057","CS","4386","--","9984","7084","--","13800","6954","--","16102","3729","--","--","3551","--","5640","2984","10659","5369","21651","45342","26592","21820","--","--"
"E057","CT Const. Tech.
Mgmt.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172281","--","--","--","--","--","--","--","--"
"E057","EC","--","--","--","16686","--","24541","9482","--","--","--","--","--","10673","--","--","7437","8626","9610","33117","--","73384","17861","--","--"
"E057","IS","6734","--","--","8162","17361","--","19466","--","--","--","--","7420","4096","--","--","3896","--","7361","22359","--","--","22497","--","--"
"E057","ME","109088","--","--","167938","--","--","--","--","--","111113","--","--","176269","--","--","94699","--","121191","169109","--","--","--","--","--"
"E058","AU","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E058","CV","--","--","--","--","--","--","--","--","--","158780","--","--","--","--","--","128372","--","--","180424","--","--","--","--","--"
"E058","CS","31799","--","--","23635","--","34341","26361","--","52361","17204","--","--","18225","--","22378","16483","31556","19741","33979","59016","53948","27650","--","--"
"E058","EC","42707","--","42721","47243","--","61995","46247","--","--","31627","--","38780","31686","145671","--","30147","36393","33581","58624","--","144973","32809","--","--"
"E058","EE","85420","--","--","97082","--","--","--","--","--","--","--","--","--","--","--","44721","--","--","68733","--","--","71514","--","101644"
"E058","IS","26494","--","--","32040","--","80212","35809","--","--","22436","--","--","25136","--","--","22351","39562","24251","42660","--","63479","--","--","--"
"E058","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181613","--","--","--","--","--","--","--","--"
"E059","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","36381","--","56407","--","--","--","123316","--","--"
"E059","AU","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E059","CD Computer Sc.
and Design","--","--","--","49811","--","--","61477","--","--","--","--","--","--","--","--","44927","63723","84121","79736","--","--","171331","--","--"
"E059","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182487","--","--","--","--","--","--","--","--"
"E059","CR","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165385","--","--","--","--","--","--","--","--"
"E059","CS","35758","--","--","34589","--","--","--","--","--","--","--","--","30265","--","--","20985","--","33195","32692","62984","63565","--","--","--"
"E059","EC","--","--","--","85670","--","--","77458","--","--","79915","--","--","--","--","--","46906","--","--","60507","--","--","52955","--","--"
"E059","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","78986","103126","--","--","--","--","--","--","--"
"E059","EI Elec. Inst.
Engg","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","130437","--","--","--","--","--","--","--","--"
"E059","IS","--","--","--","64801","--","137791","--","--","--","64988","--","--","--","--","--","39112","--","64965","73398","--","--","--","--","--"
"E059","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E059","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162180","--","--","--","--","--","--","--","--"
"E060","AE","86266","--","--","83967","--","113536","77899","--","--","48210","--","--","39314","--","--","36897","129628","64833","45261","--","88156","70267","--","--"
"E060","CV","--","--","--","96449","--","--","--","--","--","--","--","--","--","--","--","91740","--","114192","147535","--","--","131128","--","--"
"E060","CS","20763","--","--","18602","--","23538","14771","--","--","12998","--","20233","12775","--","--","11965","21273","19925","37805","--","43927","22197","65415","--"
"E060","EC","44281","55240","--","35470","--","46253","31362","--","--","24736","--","--","26554","--","--","24623","--","35338","59316","--","120728","--","--","--"
"E060","IS","15713","--","--","21171","--","--","24977","--","--","15605","--","--","16376","--","--","14787","26242","21530","38049","70939","--","--","--","32660"
"E060","MD","--","--","--","76654","--","--","--","--","--","--","--","--","--","--","--","61787","--","--","178297","--","--","70844","--","--"
"E061","CV","113195","--","113939","93934","--","165756","74755","--","--","89740","--","--","70660","--","--","56738","62621","64460","87991","99636","121457","75938","--","--"
"E061","CS","18026","--","--","20746","22019","21785","19834","--","26589","25074","--","--","19667","--","20695","15660","15888","20693","36506","51212","49450","19481","--","--"
"E061","EC","34628","--","--","39713","--","42402","50053","--","--","32480","--","39977","29869","57371","37312","29033","32538","34172","51571","--","56312","42887","--","--"
"E061","EE","95457","135101","100540","62071","--","68323","60888","--","74613","70385","--","--","49153","--","--","44539","54938","54537","78944","--","107924","52917","--","--"
"E061","EI Elec. Inst.
Engg","128234","--","--","117186","--","147853","95910","--","--","89541","--","180683","83131","--","--","68460","71591","82016","152056","--","157129","103434","--","168760"
"E061","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181853","--","--","--","--","--","--","--","--"
"E061","ME","119557","--","--","175543","--","--","128159","--","--","162326","--","--","131263","--","158379","105690","129533","127339","167993","--","171804","117840","--","--"
"E062","BT","--","--","--","78535","--","--","--","--","--","--","--","--","--","--","--","54442","89086","65393","95403","--","--","63306","--","--"
"E062","CV","164826","--","--","151846","--","--","109941","--","--","129550","--","--","146934","--","--","98540","177998","163226","180929","--","--","106711","--","--"
"E062","CH","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165610","--","--","--","--","--","--","--","--"
"E062","CS","26315","--","--","33115","45715","44155","24834","--","--","27100","--","--","21681","--","26271","21144","26662","25932","56372","75045","73181","33460","--","--"
"E062","EC","56358","86515","--","49296","--","165056","55234","--","87712","44942","--","49344","35141","--","--","34332","40738","44646","97297","--","109729","60932","--","--"
"E062","EE","80194","--","--","171035","--","--","79605","--","--","133587","--","--","84029","--","--","70163","169932","81381","146783","--","182677","--","--","--"
"E062","IS","34719","--","48876","36991","73323","55645","32878","--","60493","33297","--","--","29367","--","--","26513","36055","37056","92466","141391","127238","42144","--","--"
"E062","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175097","--","--","--","--","--","--","--","--"
"E062","TX","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176674","--","--","--","--","--","--","--","--"
"E063","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175675","--","--","--","--","--","--","--","--"
"E063","CS","80560","--","--","103573","--","117476","65620","--","--","72137","--","--","66588","--","79564","60934","66192","76493","128833","--","--","65723","--","--"
"E063","EC","110911","--","177623","151780","178118","--","109515","--","--","93911","--","--","91684","--","--","86535","94110","110235","127414","--","--","96546","--","--"
"E063","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179895","--","--","--","--","--","--","--","--"
"E063","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171005","--","--","--","--","--","--","--","--"
"E064","AI Artificial
Intelligence","73117","--","--","71342","--","138245","55440","--","--","50610","--","--","51174","--","--","48454","--","67370","164893","--","--","--","--","--"
"E064","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170413","--","--","--","--","--","--","--","--"
"E064","CS","38537","--","62783","59852","73059","84847","59650","--","--","36085","--","--","37434","--","45523","32852","70043","44218","141534","--","149312","74116","--","--"
"E064","EC","--","--","--","104959","--","116668","110228","--","--","63873","--","--","79443","--","--","63248","74616","109833","154557","--","164055","105500","--","--"
"E064","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170214","--","--","--","--","--","--","--","--"
"E064","IS","50019","--","--","71469","--","--","107163","--","--","46779","--","70921","--","73040","--","40950","47564","48778","90811","--","--","92135","--","102058"
"E064","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E065","AI Artificial
Intelligence","34713","--","--","36198","--","77062","40090","--","--","33911","--","--","--","--","--","31666","51678","44702","100920","--","104303","57582","--","--"
"E065","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181206","--","--","--","--","--","--","--","--"
"E065","CS","28005","--","61357","31484","47230","39011","35316","--","45512","24233","--","--","26811","--","28886","19437","44744","26109","51342","110776","122698","26864","--","--"
"E065","EC","39404","--","99762","46335","174625","72198","64289","--","--","40607","--","--","44132","--","75708","37580","153762","71285","98407","--","146298","46841","--","--"
"E065","EE","150188","--","--","154386","--","--","108571","--","--","166432","--","--","175671","--","--","99445","--","121329","128379","--","--","--","--","--"
"E065","ET Elec.
Telecommn. Engg.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178815","--","--","--","--","--","--","--","--"
"E065","IS","32693","--","--","36000","--","48130","29733","--","111659","45622","--","52593","28821","--","--","27928","28383","35589","60666","--","63522","43960","--","--"
"E065","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180928","--","--","--","--","--","--","--","--"
"E070","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157767","--","--","--","--","--","--","--","--"
"E070","CS","--","--","--","159516","--","--","102879","--","--","92374","--","--","--","--","--","87221","--","109655","181695","--","--","132350","--","--"
"E070","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180892","--","--","--","--","--","--","--","--"
"E070","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E071","AI Artificial
Intelligence","40396","--","--","22631","--","--","24789","--","--","24762","--","--","22253","--","--","22078","61890","30656","34465","--","--","24624","--","85960"
"E071","CA CS (AI, Machine
Learning)","39071","--","--","25097","--","59346","30225","--","--","14828","--","--","16892","--","--","14486","48974","38211","34037","--","50881","34890","--","--"
"E071","CV","150191","--","--","114256","--","--","111503","--","--","126944","--","--","104950","--","--","81767","176538","104118","117786","--","176086","--","--","--"
"E071","CS","16829","38285","29617","21297","--","31743","24711","--","--","14583","--","--","13124","--","18866","11738","27358","15165","34226","--","54797","26157","--","--"
"E071","EC","37457","--","--","37865","38316","88380","30843","--","--","25591","--","--","26865","--","38606","22921","28260","38153","48994","83604","61202","53989","--","--"
"E071","EE","97723","--","--","39627","--","--","65254","--","--","35407","--","66651","34548","--","--","34094","76684","52105","72011","--","--","--","--","--"
"E071","IS","26939","--","--","25608","--","33244","29043","--","--","16139","55883","22600","18280","--","--","15933","26153","21341","37833","--","41392","36412","--","82024"
"E071","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173514","--","--","--","--","--","--","--","--"
"E075","AI Artificial
Intelligence","--","--","--","56981","--","--","--","--","153609","42897","--","--","42399","--","98543","40288","52451","56752","88799","--","--","--","--","--"
"E075","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181371","--","--","--","--","--","--","--","--"
"E075","CS","24849","--","--","26621","86418","48016","23597","--","--","26396","--","--","--","--","--","22489","--","35914","53425","--","111357","33898","--","--"
"E075","EC","83722","--","--","64781","--","79184","68130","--","--","68963","--","--","60903","--","141549","46864","47751","73262","139419","--","--","--","--","--"
"E075","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179521","--","--","--","--","--","--","--","--"
"E075","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174617","--","--","--","--","--","--","--","--"
"E076","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182776","--","--","--","--","--","--","--","--"
"E076","CS","--","--","--","51539","--","--","--","--","--","71175","--","--","--","--","--","48070","67030","--","95247","147455","--","--","--","--"
"E076","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176727","--","--","--","--","--","--","--","--"
"E076","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171634","--","--","--","--","--","--","--","--"
"E076","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E077","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162489","--","--","--","--","--","--","--","--"
"E077","CS","32966","--","--","44634","--","48543","34791","--","--","33070","--","--","31971","--","--","30221","--","45866","63111","110932","123505","--","--","--"
"E077","EC","101696","--","--","101673","--","112949","79316","--","--","68805","--","--","71056","--","112178","59851","71248","90225","128805","--","--","66961","--","--"
"E077","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178558","--","--","--","--","--","--","--","--"
"E077","IS","57738","--","--","58605","--","93943","50631","--","--","42069","--","56386","42300","--","--","40903","106115","48520","67880","--","94303","55202","--","--"
"E077","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E078","AI Artificial
Intelligence","55413","--","--","56258","--","--","40277","--","--","39372","--","--","40993","--","--","37693","67815","46173","133345","--","--","--","--","133741"
"E078","BT","106196","--","--","160575","--","--","90192","--","--","75266","--","--","--","--","--","59504","--","122301","109075","--","--","77253","--","--"
"E078","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165429","--","--","--","--","--","--","--","--"
"E078","CS","35251","--","36369","40040","67158","47373","39127","--","59523","32263","--","--","33042","--","35012","29826","34717","34414","46815","62821","69748","51079","--","--"
"E078","EC","168424","--","--","160018","--","--","84699","--","--","69655","--","--","79763","--","93675","60333","76758","87538","155942","--","--","82025","--","--"
"E078","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179098","--","--","--","--","--","--","--","--"
"E078","IS","55599","--","62411","52860","--","72446","43831","--","--","39576","--","--","42398","44013","--","36809","39452","42226","81814","--","104847","61066","--","--"
"E078","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","151874","--","--","--","--","--","--","--","--"
"E078","MT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","142501","--","--","--","--","--","--","--","--"
"E079","AE","88306","--","--","59918","--","172893","65189","--","--","68745","--","--","--","--","--","39258","63398","56680","108741","--","143959","--","--","--"
"E079","AI Artificial
Intelligence","42862","--","--","36920","--","56516","25393","--","--","24479","--","--","26440","--","--","24259","--","35997","65101","--","82397","--","--","--"
"E079","AU","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174622","--","--","--","--","--","--","--","--"
"E079","BT","--","--","--","99565","--","--","100048","--","--","57003","--","--","70473","--","--","52713","--","70205","142868","--","--","174037","--","--"
"E079","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162613","--","--","--","--","--","--","--","--"
"E079","CS","30507","--","37882","24583","36760","26792","25983","--","74343","18692","--","--","18662","--","28008","17906","24588","22217","47354","65689","71396","38436","--","--"
"E079","EC","48317","--","--","50675","--","63290","71007","--","--","36935","--","--","41310","60172","53565","36723","55379","45739","122461","--","172603","67709","--","--"
"E079","EE","135000","--","--","133991","--","--","131477","--","--","77125","--","--","88250","--","--","72766","92004","105209","139052","--","--","89544","--","--"
"E079","IS","31967","--","--","30233","--","36728","36672","63712","--","21966","--","--","23653","--","30639","21884","25956","30178","68596","--","76484","39453","--","--"
"E079","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179233","--","--","--","--","--","--","--","--"
"E079","MT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180743","--","--","--","--","--","--","--","--"
"E081","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E081","CS","112792","--","--","151241","157236","161691","104288","--","--","97558","--","--","103923","--","107008","95952","111722","105363","175173","--","--","143845","--","--"
"E081","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181973","--","--","--","--","--","--","--","--"
"E081","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E081","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E082","AI Artificial
Intelligence","31658","--","--","30906","--","47465","27169","--","--","19497","--","--","--","--","--","18624","63344","35021","77467","--","119870","70359","--","--"
"E082","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182984","--","--","--","--","--","--","--","--"
"E082","CS","16952","--","--","19933","50030","28341","20109","--","--","13044","--","--","13172","--","19801","11822","22255","19663","52384","64759","61938","32244","--","--"
"E082","EC","45092","--","--","51427","--","68785","102632","--","--","31923","--","--","30828","79120","48544","27216","62305","45799","109122","--","160957","70732","--","--"
"E082","EI Elec. Inst.
Engg","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176396","--","--","--","--","--","--","--","--"
"E082","IS","33232","--","--","22149","--","22656","46861","--","117551","14793","--","23123","15147","--","--","14478","23999","17094","57690","--","121979","32052","--","--"
"E082","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175836","--","--","--","--","--","--","--","--"
"E082","RA Robotics and
Automation","--","--","--","73178","--","--","--","--","--","--","--","113482","--","--","--","48223","--","68589","123311","--","--","--","--","--"
"E083","AI Artificial
Intelligence","77731","--","--","90467","--","--","81050","--","--","68124","--","--","85841","--","--","63029","--","175214","114631","--","--","146544","--","--"
"E083","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","155883","--","--","--","--","--","--","--","--"
"E083","CS","64202","--","--","57993","78688","87430","48815","--","--","49424","--","78241","49682","--","104921","43992","76714","76584","96517","--","--","67224","--","--"
"E083","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182046","--","--","--","--","--","--","--","--"
"E083","IS","57311","--","--","88410","--","97354","59381","--","--","67667","--","--","72525","153929","--","55275","88947","82550","127662","--","--","97921","--","108162"
"E083","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E085","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E085","CS","59734","--","--","61498","--","74365","51976","--","--","53050","--","--","65333","--","--","51207","--","64756","97674","122381","113508","--","--","--"
"E085","EC","--","--","--","173483","--","--","128804","--","--","125957","--","--","126973","--","--","124127","--","181152","172918","--","--","161196","--","--"
"E085","IS","99266","--","--","97090","--","--","105535","--","--","66579","--","--","67090","--","111171","64504","90539","70017","152890","--","--","--","--","--"
"E085","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","167224","--","--","--","--","--","--","--","--"
"E086","AI Artificial
Intelligence","122033","--","--","126893","--","--","114309","--","--","93779","--","--","87809","--","--","76045","--","86401","178860","--","--","--","--","--"
"E086","CS","68076","--","--","82588","--","99066","54085","--","--","57851","--","87939","67547","--","--","52062","89859","67915","145519","151422","--","67662","--","--"
"E086","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182716","--","--","--","--","--","--","--","--"
"E086","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182695","--","--","--","--","--","--","--","--"
"E086","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E087","AI Artificial
Intelligence","--","--","--","121154","--","--","94374","--","--","84320","--","--","84351","--","--","84133","162261","142066","173047","--","--","89807","--","--"
"E087","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E087","CS","58342","--","--","69366","128704","99130","53296","--","--","49431","--","--","53822","--","--","49263","63728","68225","87612","--","127722","64916","--","--"
"E087","EC","172872","--","--","176814","--","--","181946","--","--","120987","--","--","158273","--","--","116195","--","165078","--","--","--","--","--","--"
"E087","IS","61070","--","--","102433","--","117519","84223","--","--","64050","--","--","64614","--","--","58793","--","73546","161359","--","--","--","--","178217"
"E087","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E088","AI Artificial
Intelligence","149862","--","--","169070","--","--","123789","--","--","113572","--","--","114863","--","--","113354","159440","153288","160864","--","--","--","--","--"
"E088","CS","89414","--","--","77827","--","--","61442","--","--","--","--","--","71046","--","--","58976","--","73728","120153","133699","146150","--","--","--"
"E088","EC","--","--","--","--","--","--","--","--","--","--","--","--","178501","--","--","177949","--","180856","--","--","--","--","--","--"
"E088","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E088","IS","--","--","--","96118","--","--","--","--","--","--","--","94139","--","--","--","81601","--","89896","--","--","--","126569","--","--"
"E090","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E090","CS","88731","--","--","110379","--","140902","92217","--","--","76795","--","--","80964","--","--","70502","--","116854","167028","--","170292","--","135946","--"
"E090","EC","--","--","--","148052","--","--","--","--","--","--","--","--","--","--","--","144846","--","167021","--","--","--","--","--","--"
"E090","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E091","AI Artificial
Intelligence","51286","--","--","48284","--","--","52160","--","--","51378","--","--","37884","--","--","36623","--","86555","140798","--","--","61584","--","--"
"E091","CD Computer Sc.
and Design","--","--","--","87595","--","159709","62928","--","--","43231","--","--","70994","--","--","38143","--","148154","152285","--","--","--","--","--"
"E091","CS","29760","--","122062","40185","--","67085","25589","--","--","25827","--","--","38303","--","45854","25215","28666","45090","83625","143907","150398","83518","--","--"
"E091","EC","66272","--","--","100430","--","--","128917","--","--","69420","--","--","73735","--","135733","63671","76174","128769","159428","--","--","--","--","--"
"E091","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E092","AI Artificial
Intelligence","70131","--","--","80245","--","97978","88146","--","--","55488","--","--","72090","--","--","54582","--","89087","119438","--","--","80433","--","--"
"E092","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E092","CS","43696","--","--","53014","61769","66427","42870","--","--","45407","--","--","53593","--","--","40661","51907","58880","88449","--","125531","68434","--","107036"
"E092","EC","--","--","--","--","--","--","177170","--","--","175893","--","--","161736","--","--","157537","174439","162957","173453","--","--","--","--","--"
"E092","IS","51996","--","--","72570","--","99868","70953","--","--","49252","--","82996","64521","--","87383","49148","88336","74639","108230","--","--","70556","--","--"
"E092","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176398","--","--","--","--","--","--","--","--"
"E093","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E093","CS","151546","--","--","166936","--","--","--","--","--","--","--","--","--","--","--","94901","98093","--","161044","--","--","--","--","--"
"E093","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162675","--","--","--","--","--","--","--","--"
"E093","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","125202","--","--","--","--","--","--","--","--"
