"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E188","AI Artificial
Intelligence","--","--","--","182315","--","--","164111","--","--","172179","--","--","--","--","--","162037","180423","--","178288","--","--","--","--","--"
"E188","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E188","CS","111972","--","--","109457","--","117344","99942","--","--","88654","--","--","87591","--","--","86890","--","98436","135851","--","--","--","--","--"
"E188","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182239","--","--","--","--","--","--","--","--"
"E188","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E189","AD Artificial
Intel, Data Sc","--","--","--","170810","--","--","88854","--","--","90204","--","--","166395","--","--","87610","112175","--","164358","--","--","--","--","--"
"E189","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168747","--","--","--","--","--","--","--","--"
"E189","CS","59264","--","--","94383","--","125847","70354","--","115584","59183","--","68055","85966","--","--","57417","120872","62468","138929","--","--","99416","--","--"
"E189","EC","127311","--","--","165877","--","--","157578","--","--","114929","182724","--","156026","--","--","104863","--","140571","179027","--","--","--","--","--"
"E191","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172158","--","--","--","--","--","--","--","--"
"E191","CS","161957","--","--","145634","147245","177258","110568","--","--","113267","--","--","109010","--","--","101569","107785","118742","147454","--","164818","114982","--","--"
"E191","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181771","--","--","--","--","--","--","--","--"
"E191","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","143439","--","--","--","--","--","--","--","--"
"E193","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","167942","--","--","--","--","--","--","--","--"
"E193","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E193","CS","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181431","--","--","--","--","--","--","--","--"
"E193","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177481","--","--","--","--","--","--","--","--"
"E193","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E194","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181992","--","--","--","--","--","--","--","--"
"E194","CS","56890","--","--","82825","--","84333","76883","--","180932","70096","70465","--","56812","67824","58764","51616","52130","56289","98987","--","116129","104433","--","--"
"E194","EC","160971","177938","--","142957","--","150284","--","--","--","122751","--","--","119013","--","--","110801","121657","139991","157818","--","--","142091","--","174220"
"E194","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176962","--","--","--","--","--","--","--","--"
"E196","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175865","--","--","--","--","--","--","--","--"
"E196","CS","51165","--","--","37610","--","50298","37698","--","--","44172","--","--","31078","--","--","29979","32148","33426","51137","--","104053","--","--","--"
"E196","EC","124463","--","--","66438","71808","94522","63875","--","88067","69043","--","--","58996","--","75011","46403","49234","61276","123598","--","--","85648","--","--"
"E196","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","159776","--","--","--","--","--","--","--","--"
"E196","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E197","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171132","--","--","--","--","--","--","--","--"
"E197","CS","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176047","--","--","--","--","--","--","--","--"
"E197","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E197","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E197","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E198","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171477","--","--","--","--","--","--","--","--"
"E198","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168255","--","--","--","--","--","--","--","--"
"E198","CS","62666","--","--","84283","--","--","63013","--","--","--","--","--","54548","--","--","49356","--","71568","66672","79698","--","124556","--","--"
"E198","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178947","--","--","--","--","--","--","--","--"
"E198","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178254","--","--","--","--","--","--","--","--"
"E199","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179329","--","--","--","--","--","--","--","--"
"E199","CS","--","--","--","82761","--","--","93368","--","--","76913","--","--","74873","--","--","64192","--","105080","124575","138080","--","66657","--","--"
"E199","EC","--","--","--","134965","--","173925","--","--","--","142784","--","--","112686","--","--","109819","139141","140497","173979","--","--","145037","--","--"
"E199","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165257","--","--","--","--","--","--","--","--"
"E199","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E201","AE","--","--","--","180276","--","--","--","--","--","151865","--","--","--","--","--","145922","150551","149094","--","--","--","--","--","--"
"E201","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E201","CS","45966","--","--","64406","--","172363","50342","--","--","47130","--","--","44957","--","--","42136","68386","63809","77148","--","150789","--","--","--"
"E201","EC","--","--","--","122420","--","--","156491","--","--","116595","--","--","143739","--","--","114008","--","148926","179144","--","--","119371","--","--"
"E201","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","118221","--","--","--","--","--","--","--","--"
"E201","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E201","CS","--","--","--","--","--","--","--","--","--","--","--","--","170472","--","--","141743","--","161617","178819","--","--","--","--","--"
"E201","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168031","--","--","--","--","--","--","--","--"
"E201","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E201","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E203","AD Artificial
Intel, Data Sc","122660","--","--","113272","--","--","86828","--","--","63686","--","--","89365","--","--","63104","101154","123306","176879","--","--","--","--","--"
"E203","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E203","CS","96319","--","143598","87256","132988","--","68842","--","--","51419","--","--","62531","--","130378","50731","87646","85606","117597","--","--","97624","--","--"
"E203","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180704","--","--","--","--","--","--","--","--"
"E203","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E204","AI Artificial
Intelligence","131964","--","--","135251","--","--","142206","--","--","132140","--","--","121758","--","--","119056","--","140154","--","--","--","--","--","--"
"E204","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E204","CS","112306","--","--","99819","179166","114516","81821","--","--","78089","--","99833","80350","--","113565","69088","78309","88100","180696","--","--","140342","--","--"
"E204","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","164535","--","--","--","--","--","--","--","--"
"E204","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E205","CA CS (AI, Machine
Learning)","60742","--","--","58943","--","--","52657","--","--","51056","--","125519","51594","--","--","46385","76046","79968","107593","134760","--","--","--","--"
"E205","CD Computer Sc.
and Design","87656","--","--","118986","--","--","79708","--","--","86884","--","--","79787","--","--","73314","--","176115","181839","--","--","--","--","--"
"E205","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181426","--","--","--","--","--","--","--","--"
"E205","CS","45967","--","74790","47215","106034","107933","50013","--","--","40169","--","--","47355","--","74176","39018","44553","68753","66055","--","100570","43873","--","--"
"E205","DS Comp. Sc. Engg-
Data Sc.","--","--","--","105025","--","--","60744","--","--","57571","--","--","62559","--","--","56221","105514","156687","141827","--","--","150924","--","--"
"E205","EC","82569","--","--","170069","--","--","83127","--","--","87428","--","--","73478","--","128286","60624","71150","88765","132017","--","170831","100228","--","--"
"E205","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182794","--","--","--","--","--","--","--","--"
"E205","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E206","AD Artificial
Intel, Data Sc","71913","--","--","74399","--","82494","77757","--","--","--","--","--","68514","--","--","61729","70032","66270","--","--","--","--","--","--"
"E206","AI Artificial
Intelligence","65312","--","--","86686","107353","107237","141142","--","--","117781","--","--","88270","--","--","55462","--","73089","139151","--","--","--","--","--"
"E206","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175889","--","--","--","--","--","--","--","--"
"E206","CS","46147","--","48077","49674","--","50478","45144","--","--","52497","--","--","52587","71621","66478","32368","39550","38363","107668","--","149979","126434","--","--"
"E206","EC","108458","--","--","136169","139680","147814","130528","--","--","--","--","--","148953","--","--","94042","94616","127504","165781","--","--","149304","--","--"
"E206","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174141","--","--","--","--","--","--","--","--"
"E207","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178816","--","--","--","--","--","--","--","--"
"E207","CS","107721","--","--","107992","--","117890","119191","--","--","147089","--","--","92176","--","--","78631","--","86468","120178","148857","160300","--","--","--"
"E207","EC","--","--","--","127975","130348","168701","142795","--","--","--","--","--","106793","--","--","105306","--","114285","146331","--","148172","163476","--","--"
"E207","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182068","--","--","--","--","--","--","--","--"
"E208","AE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181353","--","--","--","--","--","--","--","--"
"E208","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E208","CS","108598","--","--","117336","--","--","--","--","--","--","--","--","82345","--","--","77140","--","122766","181214","--","--","--","--","--"
"E208","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E208","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E209","AI Artificial
Intelligence","50104","--","--","83464","--","--","105774","--","--","56679","--","--","55933","--","--","48772","--","82785","173549","--","--","--","--","--"
"E209","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E209","CS","85887","--","--","51960","162223","56113","91723","--","--","33216","--","--","37371","--","65072","31908","58766","55216","122456","--","--","53122","--","--"
"E209","EC","--","--","--","155649","--","--","--","--","--","180775","--","--","164031","--","--","129905","--","174477","150800","--","--","--","--","--"
"E209","IS","77012","--","--","74107","--","--","96965","--","--","47449","--","--","48227","--","--","41951","--","72144","140341","--","--","98169","--","--"
"E209","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","140089","--","--","--","--","--","--","--","--"
"E210","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182903","--","--","--","--","--","--","--","--"
"E210","CS","114970","--","--","153995","--","--","100280","--","--","88495","--","--","99505","--","--","87419","98468","99280","111844","--","120106","--","--","--"
"E210","EC","--","--","--","--","--","--","--","--","--","134170","--","--","176345","--","--","114793","134531","118694","177155","--","--","--","--","--"
"E210","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174858","--","--","--","--","--","--","--","--"
"E210","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181590","--","--","--","--","--","--","--","--"
"E211","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177626","--","--","--","--","--","--","--","--"
